Price,Close,High,Low,Open,Volume
Ticker,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS
Date,,,,,
2023-03-16,506.0162048339844,510.69526344129343,496.1756491309105,500.1311972161082,20040008
2023-03-17,511.1294250488281,512.8659798750139,501.7712488000889,510.0199872718736,18787379
2023-03-20,500.9029846191406,508.0421673144763,496.85098423301605,508.0421673144763,14275315
2023-03-21,503.4595642089844,505.0032142571995,498.24989986735807,503.60430164245804,29485180
2023-03-22,503.1701354980469,508.428084773978,501.77122291869244,503.79725251493136,11619538
2023-03-23,494.6802978515625,502.63956154200696,493.47434880755577,501.0959703193706,22097792
2023-03-24,487.54107666015625,496.8027710405326,485.70804003454674,496.36861761562636,14416984
2023-03-27,492.1719055175781,496.03097180302115,483.8749704159991,489.1329198918799,15674218
2023-03-28,490.19415283203125,493.7155180051006,486.09392625358146,493.4261020234674,15833599
2023-03-29,498.2981262207031,499.74526501902074,488.4575706152976,491.06243222911496,24203789
2023-03-31,505.2926330566406,506.40212969484793,501.0476690056714,502.30190307815917,17356345
2023-04-03,508.1868896484375,509.8752181854755,503.700735982046,506.2573713203941,14210949
2023-04-05,504.569091796875,509.0069608287761,500.75828095196425,508.42812882782624,13574801
2023-04-06,509.0552062988281,514.8919875772428,503.26665120270223,505.53381172832724,25125879
2023-04-10,507.7527770996094,511.70832532088235,505.91976987102726,510.598828639301,17335453
2023-04-11,513.348388671875,516.8215574059333,508.5728773494241,512.1424395734311,26414406
2023-04-12,509.5858154296875,515.1814069492949,507.46333343694596,514.4096113749056,21292441
2023-04-13,514.16845703125,515.4226322866407,508.5728651258081,510.6470621947379,28597560
2023-04-17,524.8290405273438,525.793799793019,509.39289227653956,509.39289227653956,32476990
2023-04-18,526.61376953125,529.1704048861225,521.4523315240642,526.1313899461214,22283456
2023-04-19,521.2593994140625,528.2056776365397,519.2816547723608,524.8290203365801,21156372
2023-04-20,525.600830078125,526.2279471472467,517.7380774844387,522.1277203155954,25588577
2023-04-21,524.009033203125,527.1445009033196,520.6806018676101,525.7938143403113,22599418
2023-04-24,535.0554809570312,535.972014063278,524.3466763461577,524.6360923575423,23335611
2023-04-25,542.001708984375,547.8867754588131,535.4413581745773,535.4413581745773,38142390
2023-04-26,546.391357421875,547.0184744648121,536.8402765315984,542.1946783936938,23143882
2023-04-27,544.8477783203125,547.4044138484161,541.3263835565818,545.0889681292192,17845169
2023-04-28,557.9202270507812,559.9944828601864,545.5713212122133,547.7902555693873,16183423
2023-05-02,555.0259399414062,560.3803415698038,552.9517430518932,559.5603198271962,13667511
2023-05-03,550.3951416015625,554.7365581435556,548.9480027542315,550.5398790399878,9699527
2023-05-04,559.5603637695312,560.3321593909878,548.4656324189285,550.1057349171682,12533761
2023-05-05,556.1837158203125,567.5196371748463,554.7848031103533,559.7533368747569,18163461
2023-05-08,563.033447265625,566.8924840772721,557.0037022474263,557.2931771156829,12990869
2023-05-09,553.2893676757812,565.7830103356278,551.938681323929,564.3840978035432,18959065
2023-05-10,552.0352783203125,554.7365925594071,543.400670885367,554.7365925594071,18561315
2023-05-11,553.2412109375,559.5603723309426,551.8422982298262,552.0352618592005,16016715
2023-05-12,557.7755737304688,560.2839241808579,551.4081274664932,554.4471426020532,11319335
2023-05-15,561.3933715820312,563.4193422384451,554.3988677614341,558.3543567131851,11410243
2023-05-16,565.6383056640625,569.5938537039765,561.4898528920494,563.4193712868674,22178229
2023-05-17,565.6383056640625,569.690306070026,559.0779548985269,565.3488896816855,23739774
2023-05-18,553.9647216796875,572.9704889164526,551.263407807407,569.4973206084696,45656620
2023-05-19,554.8812866210938,565.5900903647125,549.8163007372307,558.5955860489015,42293962
2023-05-22,556.810791015625,559.8497471387918,553.2411702296671,557.1484331790119,21484049
2023-05-23,561.1039428710938,563.1299725783376,556.4731103583267,558.4991400655705,16120548
2023-05-24,562.1651611328125,564.6252851563069,557.8719711945911,559.3673360806976,17616658
2023-05-25,560.7662963867188,562.3581726527342,556.666069703461,561.4898658014113,16479436
2023-05-26,565.3489379882812,567.0372667280074,560.0909881362876,560.7663314090247,9788076
2023-05-29,574.03173828125,575.3824247485448,567.3266498975894,569.2079421612394,18432231
2023-05-30,571.9092407226562,574.5141023337608,570.6550655422661,574.0317227348239,15031640
2023-05-31,570.2864379882812,575.1548090297629,567.9752208412779,574.1713021538471,28797643
2023-06-01,573.138671875,576.7284962336222,571.4175347222222,572.2043282720778,17820226
2023-06-02,577.5152587890625,579.1872325105857,573.3845178383867,575.0564915599099,11323908
2023-06-05,577.5152587890625,580.0723526959824,576.3350385133699,578.7938057425225,12920507
2023-06-06,575.6957397460938,579.1872372629364,573.384522543125,578.3020570417796,11199940
2023-06-07,579.4822998046875,580.8591735006199,576.3350655977711,578.3020794735314,11113781
2023-06-08,578.7938232421875,584.1539479695014,576.6792593497843,580.219920283913,15971917
2023-06-09,569.1554565429688,579.3838923129579,567.2376060771903,578.3020587314918,18870272
2023-06-12,569.1063232421875,571.9092940511583,568.171979629697,570.4340336193841,8786066
2023-06-13,566.8934326171875,571.810967389965,564.778868653493,569.8931168228817,12612098
2023-06-14,567.0408935546875,569.0079073628928,565.7623465850536,567.4834836672331,8948696
2023-06-15,557.1566772460938,567.1884599630207,555.9272935805022,566.4999931045896,17934877
2023-06-16,561.8283081054688,565.2214188647152,557.6975671824076,559.3695408927533,12660226
2023-06-19,559.4678955078125,563.3035965625892,556.5665980747244,561.8283361612903,17903691
2023-06-20,558.0418701171875,560.0580473686549,553.2718253697151,559.467907178725,14549152
2023-06-21,557.0090942382812,560.1071649036683,556.3206874490804,558.0418244790741,14946871
2023-06-22,553.6652221679688,559.615426915945,551.7965350438452,557.009109615746,14979063
2023-06-23,545.4529418945312,552.8292441741823,544.6661483237355,552.730917488521,12215712
2023-06-26,547.8624877929688,549.2885847546108,545.3545572899404,546.8298175891919,8360264
2023-06-27,556.7632446289062,558.5827684520195,546.4856453150311,549.0427393012731,10694768
2023-06-28,560.4022216796875,564.5329626806109,559.1728380501565,562.8118255992676,18028934
2023-06-30,563.4019165039062,564.5329734761028,560.79565917656,564.5329734761028,8718232
2023-07-03,575.7941284179688,576.6792486136485,564.4346356930137,565.0247158234669,15421985
2023-07-04,579.5314331054688,586.120941253394,572.646884897173,578.4987628799237,24799250
2023-07-05,580.8591918945312,583.9080995156085,578.4988111859731,580.0723983250118,13598114
2023-07-06,582.7278442382812,583.7113511483881,579.3838967325189,580.6625037384562,11323509
2023-07-07,583.8096923828125,585.6783795700023,575.8433102237387,580.2690914295573,11707209
2023-07-10,582.826171875,589.9074336450973,580.5149546438528,584.8424090668284,11417363
2023-07-11,578.8429565429688,586.1209313950094,577.6627362928411,585.1865878624711,13221177
2023-07-12,579.5314331054688,584.6948442616906,578.4987628799237,579.2855563837439,16029716
2023-07-13,575.9908447265625,588.1371310299115,573.7287308151876,585.0882836262726,20024503
2023-07-14,574.761474609375,581.5476364176109,571.1224869582054,577.0726918863143,12190152
2023-07-17,591.1859741210938,592.9071111976731,574.5647435129399,577.3185508297674,19378986
2023-07-18,582.580322265625,594.0873656741127,579.0397212300138,593.1038587166095,25757209
2023-07-19,591.5302734375,592.4646170557369,582.2361206544608,584.8424381113584,17556585
2023-07-20,599.9884033203125,600.7260335334008,588.874786782149,591.4811042131279,34038351
2023-07-21,604.955078125,609.2825325532423,598.9557099675941,599.939216880513,21040281
2023-07-24,607.4630737304688,611.6429781444671,604.168289528218,604.9059197189235,11756364
2023-07-25,599.5457763671875,611.5445724355817,594.2348751762075,611.5445724355817,18503305
2023-07-26,605.0043334960938,606.1844938312244,599.1032917064357,601.9062625451228,9999125
2023-07-27,606.3811645507812,611.0036589663671,602.9880537548461,606.2336745335214,17444742
2023-07-28,605.889404296875,609.6759418199624,603.4798004237277,606.2336677236083,11930586
2023-07-31,609.9710083007812,610.7578018369003,604.365006809622,606.4795707146598,8605483
2023-08-01,601.7586669921875,610.61022900744,600.529283378958,609.9709855456588,13493453
2023-08-02,588.5797119140625,600.4309579648353,584.3014209139225,599.7916544732119,14977497
2023-08-03,580.7608642578125,590.9401373591442,575.351575937037,588.8256333963054,27774877
2023-08-04,563.844482421875,588.8255811907484,561.9758553665631,584.9898803465093,52725616
2023-08-07,558.5336303710938,567.4835197561947,557.304246662783,567.4835197561947,32736325
2023-08-08,563.6477661132812,564.7788230310543,559.0744951611242,561.5824256869518,25038671
2023-08-09,564.287109375,565.5164930555555,558.9761478636,565.5164930555555,15769111
2023-08-10,564.1887817382812,568.0735861394701,560.6972840686053,564.2871084211595,27325801
2023-08-11,564.6805419921875,569.4505267105735,562.5659780284077,565.959089027461,18221179
2023-08-14,551.5506591796875,563.5494554016169,549.3869319874548,563.5002920621679,28084093
2023-08-16,556.025634765625,557.058365094459,544.8628548022854,549.5836761955942,15725767
2023-08-17,562.7135009765625,563.6970078837812,554.6978956713313,556.4190327589639,27910162
2023-08-18,563.5003051757812,565.7623590995538,558.0418537429716,560.5989477388017,18253227
2023-08-21,562.2709350585938,566.0574128029285,561.3365914508292,563.5003187455206,9380810
2023-08-22,559.1236572265625,564.9755351258378,558.1401503536925,563.0576847180423,14073413
2023-08-23,567.3851928710938,568.4178631800107,556.6649429270001,561.5824777585107,18579297
2023-08-24,567.434326171875,572.4010240830472,566.0573924805509,568.6145464746531,24131644
2023-08-25,560.5498046875,565.8115429198887,557.8451605434961,564.3362824777048,12271885
2023-08-28,563.4019165039062,565.3197670083488,559.8121522541278,563.3527531634844,9711932
2023-08-29,565.3689575195312,566.7950546312937,562.4184366104371,564.1887971786948,13144855
2023-08-30,558.0418701171875,568.1719797450609,556.7632630532563,567.188472790345,15281416
2023-08-31,552.0916137695312,560.8940131594649,550.173823200237,559.9105061891594,27898476
2023-09-01,560.1563720703125,561.7791825512508,552.8292332779101,553.4193734657515,18121168
2023-09-04,566.057373046875,566.8441665455491,559.0744982069604,562.5659356269176,12108655
2023-09-05,563.5494384765625,568.7128495620807,561.9266281240014,566.1065323360875,14444729
2023-09-06,561.0906982421875,564.7788491946997,558.6319309405127,564.7788491946997,20609936
2023-09-07,569.4996948242188,571.4175454074483,558.6319548905863,558.6319548905863,12390597
2023-09-08,573.8271484375,578.7938465851645,570.1389973335164,571.4175443771971,14032068
2023-09-11,581.9410400390625,582.5311201629012,575.6957352573677,577.3185456406695,10946134
2023-09-12,578.6463012695312,584.4490163987316,575.0073735065936,583.858936228661,16093060
2023-09-13,586.6127319335938,588.1371556993553,573.8271415923034,578.6955129971872,19377172
2023-09-14,587.4486694335938,593.7431377128844,585.3833289195912,588.5797263993798,13178911
2023-09-15,588.9239501953125,590.7926374134292,585.38334918346,589.4648670126094,11756389
2023-09-18,593.989013671875,598.3656314519177,587.2027919429551,588.9239290452248,19305055
2023-09-20,591.1859741210938,596.7919754619375,589.5140604123574,590.9400973958682,21314600
2023-09-21,578.4496459960938,596.5953014938531,575.0073716154997,590.104179530419,23453425
2023-09-22,588.28466796875,592.0711454690722,581.6459964871616,583.7113369367016,18784139
2023-09-25,584.2522583007812,591.5793966658498,580.7116574942298,591.5793966658498,9712784
2023-09-26,584.5965576171875,585.1866377783368,581.498486699902,584.2031308240875,8327427
2023-09-27,580.023193359375,584.4981377416113,578.4987696724809,583.66218088933,9865347
2023-09-28,580.2199096679688,585.3833209108316,579.1380160571275,581.4984566366925,21960816
2023-09-29,588.6780395507812,590.1041365531507,581.5476145674307,583.072038247827,12189735
2023-10-03,593.0054931640625,594.9233436111896,579.8756401248827,586.7601883761615,15322196
2023-10-04,576.5809326171875,590.5467429054698,574.8106321645316,590.1041527851812,24914612
2023-10-05,582.3836669921875,584.5473342688174,577.4169088502398,580.2691030290711,13248028
2023-10-06,584.448974609375,589.0714690394144,582.4327974725431,583.6130177567975,8216780
2023-10-09,575.4498901367188,579.2855912378088,571.9584524838547,578.3020842917344,9189597
2023-10-10,581.8919067382812,585.1866309853704,576.0891917641692,577.31857544271,10373508
2023-10-11,578.6463012695312,587.1536605638078,577.9086710426923,587.0553338782966,14220119
2023-10-12,576.3842163085938,583.2196013827762,575.3515460521485,581.055874161154,11983797
2023-10-13,566.6475219726562,571.7125464684461,565.3197516463543,568.2211089943877,19064577
2023-10-16,566.15576171875,569.2046090473893,562.0741841392363,566.4999651167105,11290293
2023-10-17,566.9425659179688,570.3848400765132,565.8115089687624,568.1719495460204,10765224
2023-10-18,563.2052612304688,569.6963828850885,559.9596403746605,568.2211225064478,11777454
2023-10-19,561.7791748046875,564.5329822244728,557.6484336607597,560.402241080545,11441499
2023-10-20,553.812744140625,560.5989661634779,552.8292371824434,560.5006394790602,11110988
2023-10-23,543.8301391601562,556.6648918879152,541.9122887460094,553.8126979357484,11875035
2023-10-25,547.0265502929688,551.5506580257651,544.469396333499,549.3869308380592,12134624
2023-10-26,537.978271484375,543.7809861754042,534.2409572896345,542.3548891721684,19424825
2023-10-27,551.8949584960938,553.2226688900292,540.9288318035842,540.9288318035842,10415296
2023-10-30,555.8781127929688,557.3533731453766,547.3215907433039,553.7143856037378,8593704
2023-10-31,556.2223510742188,560.1072155848534,553.8619703794606,557.6484481766671,13039696
2023-11-01,557.058349609375,560.2547471344341,554.5503589130678,556.9107995583572,13575575
2023-11-02,562.664306640625,565.9590909669097,558.2385253297806,561.6807996826595,11148516
2023-11-03,568.6145629882812,569.9422733496544,563.9920683514451,566.4999990498723,11371371
2023-11-06,564.877197265625,572.892802984012,563.7953636233217,572.4010495050558,16499138
2023-11-07,570.1881103515625,571.614207324937,563.1560121892135,565.319739318282,17923281
2023-11-08,570.7290649414062,572.9911188963789,569.4505179258564,572.3027120615827,15434808
2023-11-09,568.8112182617188,572.2534925730457,566.991754422846,571.4175356802664,12434363
2023-11-10,569.9422607421875,571.4175211237463,565.9099063773265,568.2702869707213,6773038
2023-11-13,571.76171875,572.8927757091511,565.7131872639035,571.4175153425182,11282362
2023-11-15,575.0565185546875,578.3020794438254,572.9911179681454,577.5644492404531,11397676
2023-11-16,575.00732421875,578.3020482714832,573.2861871703229,575.0564875572915,8622660
2023-11-17,553.7635498046875,565.0247158512873,552.8292062410094,565.0247158512873,37173221
2023-11-20,554.4520263671875,557.4517104686628,551.3539555565745,554.6979030972839,12714585
2023-11-21,552.2391357421875,557.3042203930745,551.7473822820431,556.6649168834873,14280013
2023-11-22,549.731201171875,555.1896525347634,545.99388690719,553.6652288249114,14909071
2023-11-23,550.7147216796875,554.2061593022448,549.0919112213512,552.4850221615546,6376210
2023-11-24,551.1080932617188,553.1734938657262,550.0262596323578,552.6817403926531,6529851
2023-11-28,555.1405029296875,555.8781331328818,551.8457186716535,554.3044860156343,8153314
2023-11-29,559.2219848632812,559.6154116245035,555.7797108023221,558.6319047499437,10299034
2023-11-30,555.435546875,560.7956717279222,554.3537132475111,560.3530815972222,19758998
2023-12-01,562.320068359375,564.7296722627228,557.205820489279,557.6484105986282,10614230
2023-12-04,584.8916015625,586.170148605772,574.9089818995079,578.3020929197886,26077882
2023-12-05,598.2180786132812,601.2177626861193,585.2357753824352,585.2357753824352,36430152
2023-12-06,598.414794921875,603.873246298844,594.5790939388706,603.873246298844,21439069
2023-12-07,601.6112060546875,602.447162940691,595.0216975635728,599.9392322541809,10725706
2023-12-08,604.0208129882812,606.6270703698441,595.3659038680352,599.9392351638811,17722136
2023-12-11,604.119140625,609.6759788725111,602.9880836274889,604.8567708333334,11706255
2023-12-12,602.2996826171875,607.7581342059715,600.7260354737493,606.8237905940083,14494836
2023-12-13,609.626708984375,610.2660124608813,601.5620006781154,604.3158079067281,13977914
2023-12-14,613.3641357421875,617.396490241324,612.1347520499507,615.6753530721925,15813797
2023-12-15,637.558349609375,639.2794866889221,609.6267295641832,617.6423348317586,29813572
2023-12-18,637.8042602539062,644.8363589928554,631.8048918404047,635.9847963987379,16221796
2023-12-19,644.5904541015625,648.7211351089421,629.6903003741639,637.8042323977279,19964008
2023-12-20,625.9530029296875,649.5080061092888,623.4942355837687,647.8360323083641,22542056
2023-12-21,633.132568359375,638.2468162570648,617.1505811969054,621.7239123040264,19915516
2023-12-22,626.248046875,638.6894337336222,624.6744597752889,634.1161024305555,14998068
2023-12-26,627.5265502929688,630.7229476403094,625.1661698074148,628.3133437881535,10153089
2023-12-27,637.8533935546875,638.7385737838098,628.4609145834359,630.1820516734531,14417646
2023-12-28,640.6564331054688,642.5250602404708,635.8372251754924,639.525376133587,16982092
2023-12-29,631.4606323242188,638.8860978743022,629.0018649216414,634.8537433454758,13221898
2024-01-01,630.7721557617188,636.2306673344383,627.4774315042486,631.6081726828605,8295548
2024-01-02,628.9035034179688,637.312475463524,623.3958287240249,630.7721305233712,15164482
2024-01-03,632.8375244140625,637.3124687864158,625.3136726461573,628.8051101222353,14571772
2024-01-04,632.1490478515625,635.7388719791153,628.1166936502945,631.903171131278,13883388
2024-01-05,631.3623046875,641.0006608853696,627.2315634516984,634.361988908421,15984585
2024-01-08,616.6588134765625,634.3619373084256,614.7409630557448,629.4444029106858,14739531
2024-01-09,615.0852661132812,623.8876052296112,614.2000858532537,621.5763879251502,13400235
2024-01-10,611.4954223632812,614.9868598941955,608.003984832367,614.4951064383343,12742464
2024-01-11,609.9710083007812,616.8063934510325,608.2990345187163,615.6753364732682,15533860
2024-01-12,623.1499633789062,626.0021574714798,610.8561268221215,613.5116075240868,16620797
2024-01-15,629.542724609375,634.853685728338,625.6086971222901,628.362564386046,16844018
2024-01-16,626.3955688476562,634.2636240504983,623.0024580357311,629.4444162273586,15025543
2024-01-17,615.6753540039062,626.2972171152064,612.7248331380729,613.7083400933507,30016308
2024-01-18,617.9373779296875,623.0024625143275,608.8399390360024,615.478610661124,14695436
2024-01-19,617.396484375,625.0186631944445,614.3968002001444,622.5598958333334,11675202
2024-01-23,595.1199951171875,624.428548461472,590.7434374795614,616.6588200192093,30954343
2024-01-24,608.102294921875,612.0854857999808,593.1529782658456,599.8900364444409,19221835
2024-01-25,602.6438598632812,613.5115992268012,596.251064940211,608.2990246029203,22684904
2024-01-29,612.6756591796875,619.117617619432,605.4468471665546,608.7907947679562,19572140
2024-01-30,616.4129638671875,623.0516355961122,613.9050332197379,615.1344168732426,16966577
2024-01-31,629.9361572265625,632.5916378107344,611.7412799296204,616.0687342170484,23270745
2024-02-01,636.96826171875,642.1808362333146,622.8057384824832,632.1490539433337,26587707
2024-02-02,638.935302734375,649.6554922819339,636.0339452776896,641.2465200144384,27471811
2024-02-05,632.3457641601562,644.0002967441854,628.2150232345584,636.4272817186724,28339525
2024-02-06,639.525390625,644.1970486111111,627.1823904779222,633.8210623529222,14079390
2024-02-07,664.113037109375,666.7685177566077,644.1970222978757,644.2461856373899,41696232
2024-02-08,688.0122680664062,707.0431633779028,667.3094589792353,669.1781461771651,74222434
2024-02-09,713.2883911132812,716.337238542697,682.7505133650101,692.0446657306139,43235061
2024-02-12,696.2245483398438,714.0259989581173,692.8806009173466,714.0259989581173,22873137
2024-02-13,701.6830444335938,706.1579890436999,690.5694279209181,696.8638363744024,23351472
2024-02-14,731.1390380859375,736.1548991589891,693.9132666871863,693.9132666871863,36782182
2024-02-15,749.13720703125,751.3992608632279,729.4179059737193,735.3681106279971,33941282
2024-02-16,742.252685546875,761.8244372645968,740.9249151859564,750.8583711086682,27365121
2024-02-19,746.7276000976562,752.3827646686955,737.6301614398975,746.1866833182995,13979584
2024-02-20,747.5635986328125,750.9075462292542,741.5642303298725,746.5309283548966,12528399
2024-02-21,758.7755737304688,764.6766151334277,747.0718176032013,748.104547871517,21465311
2024-02-22,753.2679443359375,760.2508191811837,744.5147090817026,760.2508191811837,18799244
2024-02-23,746.5308837890625,757.7920495485988,742.547692938601,753.2679419209011,14143636
2024-02-26,746.3834228515625,753.7105013557888,740.2856679643119,742.5477218662843,11355186
2024-02-27,737.482666015625,749.776502950129,729.958873828809,746.3834519790064,13969393
2024-02-28,730.25390625,744.2688802083334,728.7786458333334,737.4826582802666,11263318
2024-02-29,735.761474609375,741.4658625492959,724.9921222713947,731.6307937266683,19217113
2024-03-01,756.46435546875,759.2673261198402,739.5480247982044,739.5971881374609,17348526
2024-03-04,759.3165283203125,764.1848997258102,756.3168441301776,761.6278056686298,9789141
2024-03-05,771.020263671875,773.9707844385036,756.415149859964,756.8085766402473,18088847
2024-03-06,770.9710693359375,777.2654773679238,760.1524936265741,770.7251926152702,26710525
2024-03-07,775.0526123046875,780.3144103166607,770.0859143899919,776.9704627945002,15497868
2024-03-11,760.9393310546875,779.7242895866968,757.8412601840344,776.9704821619493,16778340
2024-03-12,747.1702270507812,764.9225151392814,744.8589497471793,757.3003364284754,21529705
2024-03-13,734.925537109375,751.1042377540164,730.74563274977,746.137539873597,27950252
2024-03-14,728.8278198242188,738.4170126726658,721.9432711125131,737.5318924268328,19730882
2024-03-15,719.8287353515625,734.2370756442509,711.075499793603,727.0574871679405,29792241
2024-03-18,718.8944091796875,725.7297944125017,710.1903367510823,715.1078714468481,18145126
2024-03-19,711.8623046875,722.2382908043661,709.25604733732,717.960059665703,15205043
2024-03-20,724.1069946289062,726.7624754094763,707.9282932355721,713.1900914547298,25405455
2024-03-21,732.024169921875,738.2202513544985,728.3360190657304,729.762116069139,15161161
2024-03-22,734.3846435546875,736.4499841157436,729.1720687822843,731.5816127606831,15535921
2024-03-26,727.8442993164062,735.5156414466599,726.3198755643206,730.7948201379269,14678342
2024-03-27,721.2056274414062,733.5486275386127,718.1567799373473,730.7456567696713,30088789
2024-03-28,739.94140625,747.0226680701239,724.7462723793467,725.5822292488169,21705116
2024-04-01,745.7932739257812,748.9405080269321,739.6955191101448,746.5309041044027,9949971
2024-04-02,753.7597045898438,756.0709217701979,740.9248916511425,745.6949360852623,15713063
2024-04-03,758.3330078125,759.8574315511984,747.6128182722189,752.2844761986004,19136981
2024-04-04,746.7767944335938,762.5129051974931,745.5965741206016,762.2178651263697,15889530
2024-04-05,752.1369018554688,755.0382592164787,740.1872690077914,745.4490669404528,9939620
2024-04-08,755.6283569335938,757.3003307083899,749.2355619341073,753.4154663568485,9797174
2024-04-09,751.5960083007812,759.7099404774816,748.5471007991034,755.7759127554451,7465892
2024-04-10,766.2010498046875,767.8238602251583,751.0550793371193,753.858050032298,14530669
2024-04-12,753.6613159179688,766.6436188392265,752.1860555866552,764.4307283422563,14408722
2024-04-15,745.0064697265625,750.7107976870864,736.4007844326914,747.2685235695379,11356572
2024-04-16,739.3021850585938,742.449419298921,732.1225963415505,738.8595949261493,13338991
2024-04-18,732.5159301757812,747.4160837844539,729.7621228499714,739.6463552305821,14589648
2024-04-19,738.07275390625,739.5971775724088,719.9762032095691,722.3858070836892,10886554
2024-04-22,753.464599609375,756.3167935835725,738.0727528961959,741.711740371673,17452186
2024-04-23,760.2508544921875,764.873349054308,752.9237158810972,757.6445371245081,12292429
2024-04-24,760.3491821289062,765.6601435522289,757.4970480544174,765.6601435522289,7842615
2024-04-25,799.2960815429688,800.9680553035759,756.9561208729216,757.939627787573,36732974
2024-04-26,788.0841064453125,803.4268508710434,785.7237257841617,802.4433439217722,14964358
2024-04-29,812.8684692382812,817.5401271074668,785.5269888727478,793.6900843016249,27302732
2024-04-30,812.6226196289062,821.0807554103152,806.3773744909647,812.8684963670693,27449073
2024-05-02,816.3599243164062,820.1464620561013,811.3932262703905,813.2619134695647,19943724
